shift,matches_real,matches_shuffled
1663,184856,185353
1664,185065,184901
1665,185624,185084
1666,185457,184615
1667,184623,184826
1668,185478,185116
1669,184900,185124
1670,185625,185499
1671,184789,185492
1672,185225,185124
1673,185512,184887
1674,184971,185098
1675,185930,184872
1676,185337,185718
1677,185339,186067
1678,185210,185053
1679,185870,185127
1680,184734,185288
1681,184984,184866
1682,184546,185083
1683,184907,185437
1684,184856,184947
1685,184856,185323
1686,184894,185217
1687,184660,185445
1688,184444,184950
1689,185718,185331
1690,185317,184376
1691,185566,185064
1692,185399,185094
1693,185334,184565
1694,185772,184848
1695,185724,185285
1696,186231,184807
1697,184792,185038
1698,184932,185574
1699,184845,185143
1700,185056,184830
1701,185559,185259
1702,185033,185954
1703,184562,184982
1704,185195,185035
1705,185014,185113
1706,184989,185079
1707,185659,185088
1708,184992,184815
1709,185505,185451
1710,185666,185419
1711,185560,185137
1712,185936,185845
1713,185140,185634
1714,185455,184560
1715,184094,184668
1716,184587,185383
1717,184718,184945
1718,185073,184877
1719,185082,185754
1720,185231,183381
1721,185355,185740
1722,184761,184920
1723,185279,184777
1724,184885,184872
1725,185225,185341
1726,185269,185475
1727,185317,185211
1728,184868,186217
1729,185235,184443
1730,185158,185663
1731,185685,185524
1732,184483,185366
1733,185196,184987
1734,185811,185290
1735,185568,185093
1736,184887,185071
1737,184914,185135
1738,184569,185204
1739,185524,185027
1740,184782,185086
1741,184963,186204
1742,185261,185312
1743,185477,185563
1744,184892,184755
1745,185241,186095
1746,185007,185440
1747,184997,185527
1748,185884,185008
1749,185546,185352
1750,185113,184689
1751,184614,185376
1752,184686,185120
1753,184995,185655
1754,184938,185298
1755,185410,184910
1756,184944,184650
1757,185402,184895
1758,185184,185733
1759,185401,185542
1760,184801,185120
1761,185223,185152
1762,184816,184987
1763,184662,185399
1764,185188,184425
1765,185141,185309
1766,184529,184643
1767,184943,185184
1768,185934,185236
1769,184856,185669
1770,184805,185606
1771,184680,185042
1772,185747,184834
1773,185362,185313
1774,184584,184641
1775,185195,185433
1776,184774,185422
1777,185740,185665
1778,185259,184958
1779,185575,185296
1780,184866,185403
1781,184286,185550
1782,185387,185916
1783,184742,185560
1784,185179,185596
1785,184684,185267
1786,185096,185282
1787,185214,184956
1788,185126,185442
1789,185191,184363
1790,184695,185169
1791,184812,185096
1792,184959,185764
1793,184815,184785
1794,185004,184486
1795,185971,185604
1796,185385,185115
1797,184933,184674
1798,185439,184999
1799,185042,184090
1800,185290,185585
1801,185674,185126
1802,185244,184367
1803,185061,185813
1804,184907,184983
1805,184964,185551
1806,185151,184785
1807,186096,185418
1808,186057,185375
1809,185794,184867
1810,185332,185362
1811,185193,185159
1812,184920,185095
1813,184987,184829
1814,185632,184932
1815,185490,186041
1816,186235,185779
1817,184533,185031
1818,185310,185303
1819,184901,184914
1820,185207,185178
1821,185139,185044
1822,185041,185591
1823,185578,184892
1824,184945,184811
1825,185970,184887
1826,184433,185196
1827,185232,185112
1828,185878,185210
1829,184859,184488
1830,185256,185217
1831,184815,184300
1832,185047,184573
1833,185229,185387
1834,184913,185215
1835,185035,185398
1836,185754,184881
1837,185283,185536
1838,185095,185049
1839,185210,185759
1840,185068,185815
1841,185584,185731
1842,185194,184972
1843,186268,185146
1844,185337,185703
1845,184200,185791
1846,186383,185420
1847,184822,184560
1848,184675,184509
1849,184774,184933
1850,185654,184841
1851,185090,185146
1852,185184,185422
1853,185548,185088
1854,184973,185383
1855,185220,184915
1856,184832,184693
1857,185067,184415
1858,184606,185119
1859,185218,185662
1860,185074,185614
1861,184586,185419
1862,184720,185437
1863,185041,185262
1864,184829,186067
1865,185141,184532
1866,185284,185653
1867,184536,184457
1868,185058,185133
1869,185538,185737
1870,185419,185112
1871,185084,184913
1872,185098,184373
1873,185050,185371
1874,185080,185168
1875,185198,185759
1876,184550,185830
1877,184873,185621
1878,185202,184669
1879,185089,185629
1880,185313,185675
1881,185064,184861
1882,184996,186131
1883,184601,185544
1884,185297,185171
1885,186110,185575
1886,184916,186144
1887,185645,185153
1888,184908,185845
1889,185593,185161
1890,185401,185238
1891,185389,184907
1892,185319,184914
1893,184416,185219
1894,185570,184777
1895,185206,185221
1896,184977,184875
1897,185247,184585
1898,184965,185054
1899,184577,184916
1900,185536,185574
1901,184952,185854
1902,185058,185379
1903,184802,185768
1904,185549,185291
1905,185038,184723
1906,185185,185705
1907,184425,185236
1908,185374,185458
1909,184814,185110
1910,185026,185979
1911,184459,185585
1912,184911,184742
1913,185164,184937
1914,184724,185033
1915,184573,185504
1916,185865,185467
1917,184542,185465
1918,184680,185110
1919,185158,185079
1920,185302,185246
1921,184786,185082
1922,184369,185476
1923,184866,185330
1924,184790,184830
1925,185886,185332
1926,185579,185554
1927,185101,185521
1928,185490,185232
1929,185198,186010
1930,185392,185031
1931,184983,184814
1932,184500,185096
1933,185021,185274
1934,185184,185631
1935,185713,185014
1936,185022,184616
1937,184455,184120
1938,185292,184907
1939,185463,184685
1940,185385,185059
1941,185483,185750
1942,185706,184607
1943,185389,184720
1944,185496,185889
1945,184820,184608
1946,184732,184303
1947,185139,185351
1948,185503,185202
1949,185445,185733
1950,184597,185086
1951,185343,186314
1952,185246,185222
1953,185040,185234
1954,184691,185618
1955,185131,185124
1956,184501,185248
1957,185075,184573
1958,184740,185929
1959,185248,186324
1960,185700,184750
1961,185100,185290
1962,184868,185036
1963,184708,185617
1964,185578,184990
1965,185128,184788
1966,185988,185219
1967,184881,184933
1968,184993,184758
1969,186079,185098
1970,185829,184642
1971,185117,184917
1972,185431,184958
1973,184655,184765
1974,185032,185051
1975,185395,184927
1976,185428,184997
1977,185945,185735
1978,185095,184937
1979,185134,184259
1980,184911,185361
1981,184891,185245
1982,184209,184576
1983,184502,185291
1984,185479,185305
1985,185288,184636
1986,184132,184653
1987,185953,185390
1988,184996,185695
1989,185178,184565
1990,185538,185228
1991,185322,184164
1992,184437,184973
1993,184999,185254
1994,184369,185279
1995,185683,185160
1996,184796,185431
1997,184919,185065
1998,185080,185091
1999,185507,184763
2000,185911,185590
2001,185078,185033
2002,185316,184523
2003,184731,185391
2004,185536,185191
2005,185306,185341
2006,184918,185002
2007,185292,185358
2008,185714,185500
2009,184678,185227
2010,185291,185091
2011,184607,185840
2012,185064,184809
2013,184795,184841
2014,184910,185408
2015,185587,185540
2016,184847,185425
2017,184498,185676
2018,184467,185804
2019,184022,185150
2020,186116,185386
2021,185283,185078
2022,185219,184917
2023,185041,185343
2024,185204,186267
2025,184802,185063
2026,185087,185464
2027,185415,185485
2028,184934,185530
2029,184752,184734
2030,185360,185856
2031,185781,185448
2032,185540,185486
2033,185305,185062
2034,185521,185809
2035,184950,185069
2036,185535,185203
2037,185058,184543
2038,184813,185020
2039,185408,184776
2040,185755,185563
2041,185257,185487
2042,184768,185629
2043,184503,185291
2044,185547,185132
2045,185119,184738
2046,185571,185931
2047,185092,184961
