slot,core_id,band,plus,minus,plane
3593,2953,12,2,0,no
3594,2484,16,6,6,yes
3595,2954,10,1,0,no
3596,2955,13,4,5,yes
3597,2956,11,2,1,yes
3598,2957,11,1,0,no
3599,2958,14,0,3,no
3600,2959,11,1,0,no
3601,2960,10,0,1,no
3602,2156,14,1,0,no
3603,2961,12,0,1,no
3604,2962,11,0,2,no
3605,2963,13,0,4,no
3606,2964,11,2,0,no
3607,2965,11,0,4,no
3608,2966,40,342,3,yes
3609,2967,39,376,3,yes
3610,2968,38,272,0,no
3611,2969,45,97,0,no
3612,2970,39,355,3,yes
3613,2971,42,84,0,no
3614,2972,42,122,0,no
3615,2973,42,42,0,no
3616,2974,42,89,0,no
3617,2975,41,55,0,no
3618,2976,40,71,0,no
3619,2977,38,143,0,no
3620,2978,44,82,0,no
3621,2979,40,56,0,no
3622,668,40,224,0,no
3623,2980,41,80,0,no
3624,2981,41,69,0,no
3625,2982,41,225,0,no
3626,2,40,151,0,no
3627,2983,42,161,0,no
3628,2984,46,48,0,no
3629,2616,41,94,0,no
3630,2985,41,133,0,no
3631,2986,41,60,0,no
3632,2987,43,95,0,no
3633,2988,41,83,0,no
3634,2989,40,203,0,no
3635,2990,45,7,0,no
3636,2991,41,203,0,no
3637,2160,16,1,2,yes
3638,2992,8,0,1,no
3639,2993,40,251,0,no
3640,2635,40,42,0,no
3641,2994,41,49,0,no
3642,2995,40,132,0,no
3643,2996,40,149,0,no
3644,2997,41,69,0,no
3645,2998,39,239,1,yes
3646,2999,40,167,0,no
3647,3000,40,93,0,no
3648,3001,40,185,0,no
3649,3002,40,173,0,no
3650,2276,14,0,2,no
3651,302,40,435,1,yes
3652,478,38,324,0,no
3653,3003,38,165,0,no
3654,3004,39,148,0,no
3655,3005,38,236,0,no
3656,3006,38,413,1,yes
3657,3007,43,218,0,no
3658,1611,18,0,4,no
3659,3008,15,10,8,yes
3660,3009,13,3,1,yes
3661,3010,11,2,1,yes
3662,3011,11,1,0,no
3663,3012,16,4,3,yes
3664,3013,10,1,0,no
3665,3014,11,1,0,no
3666,3015,12,1,0,no
3667,3016,5,1,0,no
3668,2160,15,1,0,no
3669,3017,14,1,5,yes
3670,3018,11,0,2,no
3671,123,39,429,4,yes
3672,3019,39,233,1,yes
3673,3020,43,208,0,no
3674,3021,39,258,0,no
3675,248,41,111,0,no
3676,2640,40,66,0,no
3677,3022,43,56,0,no
3678,3023,44,16,0,no
3679,3024,38,297,0,no
3680,3025,10,2,0,no
3681,3026,13,3,1,yes
3682,3027,13,2,4,yes
3683,2641,41,48,0,no
3684,3028,39,127,0,no
3685,3029,38,210,0,no
3686,3030,41,84,0,no
3687,3031,41,155,0,no
3688,3032,46,60,0,no
3689,3033,12,0,1,no
3690,3034,10,1,1,yes
3691,3035,8,1,0,no
3692,3036,38,211,1,yes
3693,3037,14,2,1,yes
3694,2958,15,2,8,yes
3695,3038,13,1,0,no
3696,3039,12,2,2,yes
3697,1744,14,1,3,yes
3698,3040,9,1,0,no
3699,3041,10,0,1,no
3700,3042,12,1,0,no
3701,3043,9,1,0,no
3702,1444,19,2,2,yes
3703,3044,11,1,0,no
3704,3045,11,1,0,no
3705,3046,11,0,1,no
3706,3047,16,4,9,yes
3707,2107,17,4,4,yes
3708,3048,11,2,1,yes
3709,3049,14,0,3,no
3710,162,39,121,0,no
3711,3050,40,243,0,no
3712,3051,40,191,0,no
3713,3052,40,72,0,no
3714,3053,41,108,0,no
3715,3054,43,121,0,no
3716,3055,41,64,0,no
3717,3056,42,118,0,no
3718,3057,41,52,0,no
3719,3058,42,78,0,no
3720,3059,41,102,0,no
3721,3060,41,70,0,no
3722,3061,40,58,0,no
3723,3062,42,60,0,no
3724,3063,42,71,0,no
3725,3064,41,44,0,no
3726,3065,40,36,0,no
3727,3066,42,9,0,no
3728,3067,41,123,0,no
3729,3068,40,60,0,no
3730,3069,42,70,0,no
3731,3070,42,46,0,no
3732,302,41,81,0,no
3733,2803,42,113,0,no
3734,3071,43,138,0,no
3735,3072,42,79,0,no
3736,3073,44,82,0,no
3737,3007,44,113,0,no
3738,3074,41,48,0,no
3739,2966,41,39,0,no
3740,3075,42,91,0,no
3741,547,42,86,0,no
3742,3076,40,336,0,no
3743,3077,40,60,0,no
3744,3078,40,43,0,no
3745,3079,43,65,0,no
3746,3080,41,41,0,no
3747,3081,45,6,0,no
3748,2585,45,80,0,no
3749,3082,38,153,0,no
3750,500,42,146,0,no
3751,2590,44,54,0,no
3752,3083,7,1,0,no
3753,3084,12,0,1,no
3754,898,38,136,0,no
3755,3085,14,5,0,no
3756,3086,11,1,0,no
3757,2099,16,1,1,yes
3758,3087,14,5,3,yes
3759,3088,14,1,2,yes
3760,3089,10,1,0,no
3761,2341,13,1,0,no
3762,3090,41,120,0,no
3763,3091,39,136,0,no
3764,3092,38,143,1,yes
3765,3093,41,68,0,no
3766,3094,39,195,0,no
3767,3095,44,44,0,no
3768,2584,40,52,0,no
3769,3096,44,15,0,no
3770,3097,41,66,0,no
3771,3098,41,70,0,no
3772,3099,43,103,0,no
3773,2657,41,98,0,no
3774,3100,42,83,0,no
3775,3101,46,83,0,no
3776,3102,43,22,0,no
3777,3103,43,2,0,no
3778,3104,42,80,0,no
3779,2800,41,73,0,no
3780,3105,41,68,0,no
3781,3106,38,267,0,no
3782,3107,40,179,0,no
3783,3108,40,38,0,no
3784,3109,40,62,0,no
3785,108,38,260,1,yes
3786,3110,12,2,1,yes
3787,3111,11,0,1,no
3788,3112,10,0,1,no
3789,2545,12,1,0,no
3790,3113,10,0,1,no
3791,1960,16,1,2,yes
3792,3114,12,2,1,yes
3793,2237,14,1,1,yes
3794,3115,13,5,2,yes
3795,3116,38,103,1,yes
3796,3117,42,74,0,no
3797,3118,40,65,0,no
3798,3119,41,49,0,no
3799,3120,44,15,0,no
3800,3121,40,48,0,no
3801,2624,40,58,0,no
3802,3122,42,122,0,no
3803,3123,12,4,0,no
3804,3124,11,0,1,no
3805,3125,40,195,0,no
3806,3126,40,47,0,no
3807,3127,44,39,0,no
3808,3128,13,2,1,yes
3809,922,38,183,0,no
3810,3129,39,205,0,no
3811,2483,15,0,1,no
3812,3130,13,2,4,yes
3813,3131,11,1,0,no
3814,3132,13,3,1,yes
3815,3133,13,2,1,yes
3816,3134,11,1,0,no
3817,3135,11,1,0,no
3818,2267,16,3,0,no
3819,2009,17,4,2,yes
3820,3136,12,3,2,yes
3821,3137,5,0,1,no
3822,3138,13,0,4,no
3823,3139,9,1,0,no
3824,3140,11,1,2,yes
3825,2353,14,2,2,yes
3826,3141,8,1,0,no
3827,3142,42,85,0,no
3828,3143,41,48,1,yes
3829,316,42,65,0,no
3830,3144,41,49,0,no
3831,2890,42,45,0,no
3832,3145,10,1,1,yes
3833,3146,13,4,1,yes
3834,3147,41,86,0,no
3835,3148,45,82,0,no
3836,3149,11,2,0,no
3837,2116,16,2,3,yes
3838,3150,38,156,1,yes
3839,2256,14,0,2,no
3840,3151,13,2,2,yes
3841,3152,9,0,1,no
3842,3153,10,0,1,no
3843,3154,9,1,0,no
3844,3155,13,2,5,yes
3845,3156,8,0,1,no
3846,1994,17,0,1,no
3847,2055,15,4,1,yes
3848,3157,42,89,0,no
3849,2604,40,89,0,no
3850,3158,40,74,0,no
3851,3159,9,1,0,no
3852,2815,11,1,0,no
3853,3160,6,0,1,no
3854,3161,12,0,2,no
3855,3162,13,1,4,yes
3856,1834,15,1,2,yes
3857,3163,13,1,0,no
3858,3164,14,2,3,yes
3859,1967,17,0,1,no
3860,3165,9,2,1,yes
3861,3166,12,1,0,no
3862,3167,10,1,0,no
3863,3168,11,1,1,yes
3864,3169,10,0,1,no
3865,3170,14,2,0,no
3866,3171,44,52,0,no
3867,3172,41,63,0,no
3868,3173,43,82,0,no
3869,3174,44,80,0,no
3870,3175,10,1,0,no
3871,3176,43,41,0,no
3872,3177,43,76,0,no
3873,3178,8,0,1,no
3874,3179,14,3,1,yes
3875,3180,13,3,0,no
3876,3181,11,1,0,no
3877,3182,13,1,2,yes
3878,3183,13,3,2,yes
3879,3184,12,1,0,no
3880,2958,13,1,0,no
3881,1945,12,0,1,no
3882,3185,14,4,2,yes
3883,3186,11,1,1,yes
3884,3187,13,0,2,no
3885,3188,41,86,0,no
3886,3189,43,79,0,no
3887,3190,44,21,0,no
3888,3191,42,143,0,no
3889,3192,41,53,0,no
3890,3193,12,0,1,no
3891,3194,11,1,0,no
3892,3195,13,1,1,yes
3893,2900,42,123,0,no
3894,3196,41,78,1,yes
3895,3197,40,71,0,no
3896,3198,42,59,0,no
3897,3199,41,74,0,no
3898,3200,11,1,0,no
3899,3201,45,39,0,no
3900,3202,9,1,0,no
3901,3203,13,0,1,no
3902,3204,12,0,2,no
3903,3205,8,0,1,no
3904,3206,12,1,0,no
3905,3207,12,0,2,no
3906,2429,12,1,0,no
3907,3208,12,2,2,yes
3908,3209,11,1,1,yes
3909,3210,12,3,1,yes
3910,3211,13,1,1,yes
3911,489,40,57,0,no
3912,3212,11,0,1,no
3913,3213,11,2,1,yes
3914,3214,12,0,1,no
3915,3215,12,2,0,no
3916,3216,12,0,1,no
3917,269,43,30,0,no
3918,3217,40,56,0,no
3919,2594,40,42,0,no
3920,2654,41,31,0,no
3921,3218,9,0,1,no
3922,3219,14,1,0,no
3923,3220,11,1,1,yes
3924,3221,11,2,0,no
3925,3222,10,1,2,yes
3926,2372,15,3,1,yes
3927,1889,15,1,2,yes
3928,3223,13,1,1,yes
3929,3224,10,0,1,no
3930,3225,43,14,0,no
3931,3226,6,0,1,no
3932,3227,40,74,0,no
3933,3228,15,2,2,yes
3934,3229,40,63,0,no
3935,3230,42,121,0,no
3936,2595,41,38,0,no
3937,2104,14,1,2,yes
3938,3231,9,1,0,no
3939,3232,9,0,1,no
3940,1988,13,0,1,no
3941,3233,12,0,2,no
3942,3234,9,0,1,no
3943,2500,11,0,1,no
3944,3235,41,73,0,no
3945,2751,46,89,0,no
3946,3236,43,62,0,no
3947,2807,42,96,0,no
3948,3237,40,55,0,no
3949,590,44,38,0,no
3950,3238,43,128,0,no
3951,2652,40,62,0,no
3952,3239,12,0,1,no
3953,3240,10,1,1,yes
3954,2982,42,96,0,no
3955,3241,43,37,0,no
3956,3242,41,112,0,no
3957,3243,42,90,0,no
3958,3244,41,30,0,no
3959,3245,41,53,0,no
3960,3246,41,100,0,no
3961,3247,41,91,0,no
3962,3248,43,63,0,no
3963,3249,43,113,0,no
3964,3250,42,12,0,no
3965,3251,42,41,0,no
3966,2668,42,48,0,no
3967,3252,41,105,0,no
3968,3253,12,1,0,no
3969,3254,12,0,1,no
3970,3255,13,0,1,no
3971,3256,12,1,3,yes
3972,3257,12,1,1,yes
3973,3258,41,96,0,no
3974,3259,42,119,0,no
3975,3260,42,57,0,no
3976,3261,46,12,0,no
3977,2384,11,0,1,no
3978,3262,8,1,0,no
3979,3263,41,102,0,no
3980,2934,42,71,0,no
3981,3264,41,65,0,no
3982,2802,41,69,0,no
3983,2655,41,36,0,no
3984,2888,44,135,0,no
3985,3265,9,0,1,no
3986,3266,10,1,0,no
3987,1436,17,1,0,no
3988,3267,11,0,1,no
3989,3268,15,3,3,yes
3990,3040,8,0,1,no
3991,3269,43,59,0,no
3992,3270,12,1,0,no
3993,2264,15,0,1,no
3994,2203,14,0,2,no
3995,3271,44,139,0,no
3996,3272,43,64,0,no
3997,3273,42,96,0,no
3998,3274,41,65,0,no
3999,3275,42,153,0,no
4000,2850,43,55,0,no
4001,2870,43,134,0,no
4002,2623,43,89,0,no
4003,3276,42,29,0,no
4004,2895,41,61,0,no
4005,3277,41,91,0,no
4006,3278,42,133,0,no
4007,3279,44,85,0,no
4008,3280,42,120,0,no
4009,3281,41,52,0,no
4010,3282,43,84,0,no
4011,1346,42,20,0,no
4012,2854,47,102,0,no
4013,3283,46,118,0,no
4014,500,43,46,0,no
4015,3284,42,46,0,no
4016,3285,41,42,0,no
4017,3286,43,59,0,no
4018,2759,41,55,0,no
4019,3287,43,6,0,no
4020,3288,43,91,0,no
4021,3289,42,34,0,no
4022,3020,44,137,0,no
4023,2939,41,72,0,no
4024,3022,44,9,0,no
4025,3290,42,137,0,no
4026,3291,41,43,0,no
4027,3292,42,75,0,no
4028,3293,12,0,2,no
4029,3294,6,1,0,no
4030,3295,14,1,1,yes
4031,3296,12,0,1,no
4032,3297,8,1,0,no
4033,3298,13,2,3,yes
4034,2292,13,1,0,no
4035,3299,11,1,0,no
4036,2515,13,1,0,no
4037,3300,46,139,0,no
4038,3301,12,0,1,no
4039,3302,42,46,0,no
4040,3303,9,0,1,no
4041,3304,13,1,2,yes
4042,2896,42,101,0,no
4043,2801,42,27,0,no
4044,2750,43,129,0,no
4045,3305,44,100,0,no
4046,3306,42,120,0,no
4047,3307,43,128,0,no
4048,3308,42,20,0,no
4049,3309,44,72,0,no
4050,3310,43,55,0,no
4051,3311,42,96,0,no
4052,3312,42,135,0,no
4053,3313,41,77,0,no
4054,3314,42,87,0,no
4055,3315,42,16,0,no
4056,3316,41,87,0,no
4057,3317,42,112,0,no
4058,3318,42,12,0,no
4059,3319,41,48,0,no
4060,3320,41,75,0,no
4061,3321,44,114,0,no
4062,3322,42,44,0,no
4063,3323,44,6,0,no
4064,3324,41,39,0,no
4065,3325,41,61,0,no
4066,3326,43,6,0,no
4067,3327,42,12,0,no
4068,3328,44,63,0,no
4069,3329,42,7,0,no
4070,3330,43,122,0,no
4071,3331,42,107,0,no
4072,3332,42,53,0,no
4073,3333,43,48,0,no
4074,3334,12,0,1,no
4075,3335,13,0,2,no
4076,3336,8,0,1,no
4077,3337,12,1,0,no
4078,3338,10,1,0,no
4079,3339,9,0,1,no
4080,3340,42,55,0,no
4081,3341,42,121,0,no
4082,3342,44,7,0,no
4083,2856,45,72,0,no
4084,3343,44,8,0,no
4085,3344,42,41,0,no
4086,3345,43,9,0,no
4087,3346,42,13,0,no
4088,2695,45,27,0,no
4089,3347,42,85,0,no
4090,895,42,122,0,no
4091,2774,42,130,0,no
4092,3348,46,20,0,no
4093,3349,43,67,0,no
4094,3350,44,123,0,no
4095,3351,42,44,0,no
4096,3352,41,58,0,no
4097,3353,42,121,0,no
4098,3354,46,41,0,no
4099,3355,42,19,0,no
4100,3356,43,109,0,no
4101,3357,42,120,0,no
4102,3358,41,58,0,no
4103,3359,42,78,0,no
4104,2743,42,132,0,no
4105,3360,43,136,0,no
4106,3361,42,74,0,no
4107,3362,44,40,0,no
4108,3363,42,53,0,no
4109,2930,43,24,0,no
4110,3032,47,6,0,no
4111,3364,42,137,0,no
4112,3365,42,61,0,no
4113,3366,43,51,0,no
4114,2796,42,22,0,no
4115,3367,44,131,0,no
4116,3368,45,17,0,no
4117,3369,43,21,0,no
4118,3370,46,6,0,no
4119,3371,45,161,0,no
4120,3372,45,131,0,no
4121,3373,43,8,0,no
4122,3374,44,6,0,no
4123,3375,46,8,0,no
4124,3376,43,93,0,no
4125,3377,43,13,0,no
4126,3378,42,95,0,no
4127,3379,12,1,0,no
4128,3380,8,1,0,no
4129,2374,12,1,0,no
4130,3381,9,0,1,no
4131,3382,11,0,1,no
4132,3383,11,1,0,no
4133,3384,46,81,0,no
4134,3385,43,8,0,no
4135,3386,45,17,0,no
4136,3090,42,53,0,no
4137,3387,46,30,0,no
4138,3388,43,174,0,no
4139,3389,46,14,0,no
4140,3390,46,5,0,no
4141,3391,42,124,0,no
4142,3392,43,12,0,no
4143,2983,43,34,0,no
4144,3393,42,81,0,no
4145,3394,43,13,0,no
4146,3395,42,14,0,no
4147,2682,43,12,0,no
4148,3396,46,107,0,no
4149,3397,43,6,0,no
4150,3398,45,18,0,no
4151,2928,43,16,0,no
4152,3399,43,23,0,no
4153,2714,42,51,0,no
4154,3400,45,9,0,no
4155,3401,43,99,0,no
4156,3402,43,128,0,no
4157,2685,46,13,0,no
4158,3403,43,19,0,no
4159,3404,43,119,0,no
4160,3405,45,37,0,no
4161,3406,43,14,0,no
4162,2884,42,13,0,no
4163,3407,42,60,0,no
4164,3408,45,7,0,no
4165,3409,44,34,0,no
4166,3410,44,2,0,no
4167,2719,43,16,0,no
4168,3411,46,8,0,no
4169,3412,5,1,0,no
4170,3413,10,0,1,no
4171,3414,11,0,1,no
4172,3415,11,1,1,yes
4173,3181,10,0,1,no
4174,3416,44,27,0,no
4175,1762,44,18,0,no
4176,2931,43,115,0,no
4177,3079,44,8,0,no
4178,503,43,92,0,no
4179,3417,44,5,0,no
4180,3418,43,13,0,no
4181,3419,46,6,0,no
4182,3420,42,120,0,no
4183,3421,42,50,0,no
4184,2678,43,22,0,no
4185,3422,43,10,0,no
4186,3423,45,18,0,no
4187,3424,42,94,0,no
4188,3425,44,5,0,no
4189,3426,44,3,0,no
4190,3427,45,6,0,no
4191,3428,43,5,0,no
4192,3429,43,12,0,no
4193,3430,44,25,0,no
4194,3431,44,14,0,no
4195,3432,44,51,0,no
4196,3433,42,111,0,no
4197,3434,43,114,0,no
4198,3435,42,51,0,no
4199,2735,45,8,0,no
4200,3436,43,18,0,no
4201,3437,45,120,0,no
4202,3438,43,17,0,no
4203,3439,43,24,0,no
4204,3440,44,13,0,no
4205,3441,43,5,0,no
4206,3442,42,21,0,no
4207,3443,45,18,0,no
4208,3444,45,51,0,no
4209,3445,44,4,0,no
4210,3446,43,42,0,no
4211,3447,44,1,0,no
4212,3448,43,17,0,no
4213,3449,43,6,0,no
4214,3450,42,10,0,no
4215,2727,47,12,0,no
4216,3451,43,20,0,no
4217,3452,11,1,0,no
4218,3453,12,1,0,no
4219,3454,12,0,1,no
4220,3455,11,1,0,no
4221,3456,12,1,0,no
4222,3457,43,3,0,no
4223,3458,46,6,0,no
4224,3459,44,4,0,no
4225,3460,43,16,0,no
4226,3461,44,6,0,no
4227,3462,44,13,0,no
4228,3463,45,80,0,no
4229,3464,43,15,0,no
4230,2705,46,4,0,no
4231,3465,42,13,0,no
4232,2675,44,3,0,no
4233,3466,44,4,0,no
4234,3467,43,26,0,no
4235,3468,43,9,0,no
4236,3469,44,7,0,no
4237,3470,43,6,0,no
4238,3471,46,17,0,no
4239,3472,43,8,0,no
4240,3473,43,14,0,no
4241,3474,45,4,0,no
4242,3475,44,5,0,no
4243,2111,43,12,0,no
4244,3476,45,6,0,no
4245,3477,44,4,0,no
4246,3478,44,8,0,no
4247,3479,42,15,0,no
4248,3480,46,3,0,no
4249,3481,46,12,0,no
4250,3482,46,8,0,no
4251,3483,43,5,0,no
4252,3484,46,8,0,no
4253,2991,42,36,0,no
4254,2886,44,5,0,no
4255,2887,43,4,0,no
4256,3485,43,12,0,no
4257,3486,42,8,0,no
4258,2585,46,5,0,no
4259,3487,42,84,0,no
4260,3488,43,2,0,no
4261,3489,44,6,0,no
4262,1360,45,65,0,no
4263,2926,44,8,0,no
4264,2709,43,7,0,no
4265,3490,43,5,0,no
4266,3491,44,11,0,no
4267,3492,44,8,0,no
4268,3493,43,119,0,no
4269,3494,44,6,0,no
4270,3177,44,4,0,no
4271,3495,43,4,0,no
4272,3496,43,14,0,no
4273,3497,43,3,0,no
4274,2969,46,2,0,no
4275,3498,44,4,0,no
4276,3499,45,2,0,no
4277,3500,13,1,1,yes
4278,3501,9,0,1,no
4279,3502,9,1,0,no
4280,2359,15,1,2,yes
4281,3503,10,1,1,yes
4282,3504,9,0,1,no
4283,3505,12,1,0,no
4284,3506,45,2,0,no
4285,3507,44,3,0,no
4286,3508,44,8,0,no
4287,2764,43,2,0,no
4288,3509,45,6,0,no
4289,3510,43,8,0,no
4290,3511,44,10,0,no
4291,3512,45,5,0,no
4292,3513,44,7,0,no
4293,3099,44,8,0,no
4294,3514,46,5,0,no
4295,3515,44,5,0,no
4296,3516,45,3,0,no
4297,3517,44,3,0,no
4298,2623,44,4,0,no
4299,3518,46,3,0,no
4300,2987,44,3,0,no
4301,3519,44,11,0,no
4302,2734,44,13,0,no
4303,3520,46,5,0,no
4304,2692,45,10,0,no
4305,3521,43,3,0,no
4306,2732,43,3,0,no
4307,3522,43,12,0,no
4308,3523,44,4,0,no
4309,3095,45,7,0,no
4310,3524,46,3,0,no
4311,3525,45,6,0,no
4312,2676,47,6,0,no
4313,2929,42,5,0,no
4314,3526,43,4,0,no
4315,3527,45,7,0,no
4316,3528,43,2,0,no
4317,3529,43,3,0,no
4318,3530,45,4,0,no
4319,3531,9,1,1,yes
4320,3532,9,0,1,no
4321,2241,12,0,2,no
4322,2233,12,1,0,no
4323,3533,44,1,0,no
4324,3534,44,7,0,no
4325,3535,45,6,0,no
4326,3536,44,4,0,no
4327,3537,44,9,0,no
4328,3538,45,3,0,no
4329,3539,44,5,0,no
4330,3540,44,6,0,no
4331,3541,46,4,0,no
4332,3542,44,7,0,no
4333,3176,44,2,0,no
4334,3543,45,2,0,no
4335,3544,45,3,0,no
4336,3545,45,6,0,no
4337,269,44,4,0,no
4338,3546,45,7,0,no
4339,3249,44,5,0,no
4340,3547,43,4,0,no
4341,3548,46,2,0,no
4342,3549,46,6,0,no
4343,3550,44,3,0,no
4344,3551,44,2,0,no
4345,3552,45,2,0,no
4346,3553,45,1,0,no
4347,3554,45,3,0,no
4348,3201,46,3,0,no
4349,3555,44,5,0,no
4350,2686,43,4,0,no
4351,3556,44,2,0,no
4352,3557,44,3,0,no
4353,2738,47,2,0,no
4354,3558,46,4,0,no
4355,3054,44,2,0,no
4356,3559,43,4,0,no
4357,2598,43,3,0,no
4358,2883,43,5,0,no
4359,3560,46,11,0,no
4360,3241,44,1,0,no
4361,3561,44,3,0,no
4362,3562,46,5,0,no
4363,3563,45,5,0,no
4364,3564,45,7,0,no
4365,3565,43,3,0,no
4366,3566,46,5,0,no
4367,3567,44,3,0,no
4368,3568,45,6,0,no
4369,3101,47,2,0,no
4370,3569,43,7,0,no
4371,3570,46,4,0,no
4372,3571,44,5,0,no
4373,3572,44,3,0,no
4374,3573,45,1,0,no
4375,2650,44,4,0,no
4376,3574,45,1,0,no
4377,3575,44,2,0,no
4378,3576,46,2,0,no
4379,3577,43,5,0,no
4380,2295,15,1,1,yes
4381,3578,7,1,0,no
4382,2009,16,0,1,no
4383,3579,11,0,1,no
4384,3580,11,1,0,no
4385,3581,12,1,0,no
4386,3582,10,1,0,no
4387,3583,44,2,0,no
4388,3584,46,4,0,no
4389,3585,45,1,0,no
4390,3586,45,5,0,no
4391,3587,46,2,0,no
4392,3588,45,3,0,no
4393,3589,45,3,0,no
4394,3590,46,4,0,no
4395,3591,45,2,0,no
4396,3592,44,3,0,no
4397,3593,45,2,0,no
4398,3594,44,2,0,no
4399,3595,45,2,0,no
4400,2978,45,4,0,no
4401,3596,44,1,0,no
4402,3597,46,1,0,no
4403,3598,44,4,0,no
4404,3599,44,4,0,no
4405,3600,45,1,0,no
4406,3601,46,2,0,no
4407,2984,47,2,0,no
4408,3602,45,2,0,no
4409,3603,45,1,0,no
4410,3604,46,1,0,no
4411,3605,46,5,0,no
4412,3606,44,3,0,no
4413,2876,45,4,0,no
4414,3607,43,2,0,no
4415,3608,46,3,0,no
4416,3609,46,2,0,no
4417,3610,46,4,0,no
4418,3286,44,2,0,no
4419,3611,46,3,0,no
4420,3612,46,4,0,no
4421,3613,44,4,0,no
4422,3614,46,1,0,no
4423,3615,46,3,0,no
4424,3616,44,1,0,no
4425,3617,45,2,0,no
4426,3328,45,4,0,no
4427,3618,46,4,0,no
4428,3619,44,2,0,no
4429,3620,45,3,0,no
4430,2862,45,3,0,no
4431,3621,44,1,0,no
4432,3622,44,2,0,no
4433,3623,46,2,0,no
4434,3624,45,2,0,no
4435,3625,43,3,0,no
4436,3626,45,1,0,no
4437,2751,47,4,0,no
4438,3236,44,4,0,no
4439,3148,46,4,0,no
4440,3627,45,3,0,no
4441,3628,46,6,0,no
4442,3279,45,1,0,no
4443,3629,45,5,0,no
4444,3630,46,1,0,no
4445,3631,45,3,0,no
4446,3372,46,1,0,no
4447,3632,44,3,0,no
4448,3633,44,3,0,no
4449,3634,14,0,1,no
4450,3635,13,0,1,no
4451,3636,9,0,1,no
4452,3382,10,0,1,no
4453,3637,9,0,1,no
4454,3638,9,0,1,no
4455,3639,12,0,1,no
4456,3640,46,6,0,no
4457,3127,45,4,0,no
4458,3641,45,1,0,no
4459,2856,46,4,0,no
4460,3642,46,2,0,no
4461,3643,45,3,0,no
4462,3644,46,1,0,no
4463,3645,46,1,0,no
4464,3646,45,2,0,no
4465,3189,44,1,0,no
4466,3647,45,1,0,no
4467,590,45,1,0,no
4468,3648,45,1,0,no
4469,3649,46,3,0,no
4470,3650,46,1,0,no
4471,3651,46,2,0,no
4472,3652,44,4,0,no
4473,3653,46,4,0,no
4474,3654,46,1,0,no
4475,3367,45,3,0,no
4476,3007,45,1,0,no
4477,3655,44,2,0,no
4478,3656,45,1,0,no
4479,3657,46,1,0,no
4480,3658,45,1,0,no
4481,3073,45,3,0,no
4482,3659,46,1,0,no
4483,3660,46,2,0,no
4484,3661,46,1,0,no
4485,3662,46,1,0,no
4486,3663,44,1,0,no
4487,3664,46,1,0,no
4488,3665,46,1,0,no
4489,3666,46,2,0,no
4490,3667,46,1,0,no
4491,3668,45,1,0,no
4492,3669,45,1,0,no
4493,3670,45,1,0,no
4494,3671,45,1,0,no
4495,3672,45,1,0,no
4496,3673,11,1,0,no
4497,3674,12,0,1,no
4498,3675,45,1,0,no
4499,3676,44,1,0,no
4500,2590,45,1,0,no
4501,3677,11,1,0,no
4502,3636,10,1,0,no
4503,2411,13,1,0,no
4504,3678,46,1,0,no
4505,3679,12,1,0,no
