core_id,plus,minus,plane
2128,58,45,yes
2129,7,4,yes
2130,100,89,yes
2131,2956,2929,yes
2132,84,95,yes
2133,944,848,yes
2134,55,42,yes
2135,3,1,yes
2136,92,112,yes
2137,92,98,yes
2138,42,87,yes
2139,3424,3421,yes
2140,227,198,yes
2141,17,14,yes
2142,28,24,yes
2143,2,2,yes
2144,6,13,yes
2145,74,35,yes
2146,5,8,yes
2147,20,24,yes
2148,47,62,yes
2149,31,27,yes
2150,95,110,yes
2151,1840,1870,yes
2152,48,58,yes
2153,99,91,yes
2154,16,8,yes
2155,168,178,yes
2156,6,8,yes
2157,182,207,yes
2158,25,28,yes
2159,105,91,yes
2160,50,49,yes
2161,52,67,yes
2162,2026,2108,yes
2163,249,82,yes
2164,634,544,yes
2165,174,176,yes
2166,3,0,no
2167,16,24,yes
2168,47,52,yes
2169,21,28,yes
2170,10,17,yes
2171,1384,1315,yes
2172,7,6,yes
2173,51,57,yes
2174,22,15,yes
2175,6,7,yes
2176,18,21,yes
2177,8,5,yes
2178,89,106,yes
2179,40,47,yes
2180,145,105,yes
2181,25,23,yes
2182,6,10,yes
2183,80,97,yes
2184,7,6,yes
2185,40,45,yes
2186,186,170,yes
2187,56,55,yes
2188,10,5,yes
2189,45,54,yes
2190,2675,2190,yes
2191,38,18,yes
2192,25,30,yes
2193,38,42,yes
2194,31,32,yes
2195,26,25,yes
2196,36,51,yes
2197,12,28,yes
2198,2,0,no
2199,17,33,yes
2200,42,54,yes
2201,104,120,yes
2202,73,101,yes
2203,2,2,yes
2204,47,61,yes
2205,61,53,yes
2206,2125,2194,yes
2207,6,8,yes
2208,6,8,yes
2209,90,99,yes
2210,10,12,yes
2211,13,8,yes
2212,3,7,yes
2213,43,100,yes
2214,12,14,yes
2215,32,18,yes
2216,6,3,yes
2217,17,17,yes
2218,24,35,yes
2219,75,111,yes
2220,65,50,yes
2221,85,106,yes
2222,5,6,yes
2223,2564,2336,yes
2224,28,54,yes
2225,25,31,yes
2226,189,183,yes
2227,2,7,yes
2228,46,51,yes
2229,43,38,yes
2230,53,46,yes
2231,5,13,yes
2232,10,12,yes
2233,7,1,yes
2234,10,8,yes
2235,43,32,yes
2236,11,7,yes
2237,24,16,yes
2238,12,17,yes
2239,186,184,yes
2240,1409,1011,yes
2241,5,7,yes
2242,107,78,yes
2243,935,914,yes
2244,49,49,yes
2245,1564,1539,yes
2246,5,9,yes
2247,28,18,yes
2248,46,32,yes
2249,50,44,yes
2250,1163,1172,yes
2251,33,39,yes
2252,28,31,yes
2253,5,9,yes
2254,12,14,yes
2255,95,98,yes
2256,15,9,yes
2257,58,61,yes
2258,113,97,yes
2259,1,6,yes
2260,60,38,yes
2261,5,7,yes
2262,4,1,yes
2263,11,9,yes
2264,11,10,yes
2265,8,9,yes
2266,19,35,yes
2267,14,11,yes
2268,13,7,yes
2269,29,21,yes
2270,55,51,yes
2271,15,8,yes
2272,20,18,yes
2273,5,19,yes
2274,8,13,yes
2275,17,14,yes
2276,4,10,yes
2277,28,19,yes
2278,27,21,yes
2279,0,2,no
2280,23,27,yes
2281,13,16,yes
2282,18,24,yes
2283,45,48,yes
2284,21,17,yes
2285,16,16,yes
2286,54,44,yes
2287,6,7,yes
2288,5,5,yes
2289,27,24,yes
2290,942,888,yes
2291,25,27,yes
2292,7,7,yes
2293,21,24,yes
2294,13,18,yes
2295,14,12,yes
2296,705,674,yes
2297,1,6,yes
2298,9,11,yes
2299,42,56,yes
2300,16,15,yes
2301,1,4,yes
2302,14,17,yes
2303,28,31,yes
2304,2,5,yes
2305,32,22,yes
2306,9,12,yes
2307,879,869,yes
2308,3,0,no
2309,2,2,yes
2310,4,7,yes
2311,0,5,no
2312,4,12,yes
2313,30,21,yes
2314,0,2,no
2315,6,4,yes
2316,13,8,yes
2317,4,3,yes
2318,65,47,yes
2319,104,96,yes
2320,41,53,yes
2321,7,14,yes
2322,3,6,yes
2323,11,22,yes
2324,7,6,yes
2325,14,12,yes
2326,11,11,yes
2327,14,15,yes
2328,6,2,yes
2329,8,9,yes
2330,2,0,no
2331,2,0,no
2332,6,2,yes
2333,3,3,yes
2334,5,8,yes
2335,15,29,yes
2336,8,8,yes
2337,1172,1157,yes
2338,10,6,yes
2339,2,0,no
2340,456,404,yes
2341,21,8,yes
2342,0,4,no
2343,28,24,yes
2344,9,7,yes
2345,14,17,yes
2346,7,2,yes
2347,25,21,yes
2348,0,2,no
2349,2,2,yes
2350,6,5,yes
2351,26,23,yes
2352,19,10,yes
2353,18,13,yes
2354,2,1,yes
2355,1049,1035,yes
2356,1,3,yes
2357,810,733,yes
2358,1119,1144,yes
2359,32,29,yes
2360,24,20,yes
2361,2,3,yes
2362,24,25,yes
2363,4,4,yes
2364,1,8,yes
2365,1049,1040,yes
2366,9,14,yes
2367,3,10,yes
2368,13,10,yes
2369,33,36,yes
2370,20,22,yes
2371,2,0,no
2372,18,27,yes
2373,10,6,yes
2374,6,1,yes
2375,28,29,yes
2376,9,5,yes
2377,25,28,yes
2378,2,0,no
2379,3,3,yes
2380,23,22,yes
2381,6,1,yes
2382,4,1,yes
2383,9,7,yes
2384,3,3,yes
2385,22,16,yes
2386,401,303,yes
2387,28,22,yes
2388,7,4,yes
2389,8,7,yes
2390,6,9,yes
2391,28,27,yes
2392,8,5,yes
2393,25,22,yes
2394,15,7,yes
2395,2,5,yes
2396,5,3,yes
2397,2,0,no
2398,8,7,yes
2399,16,25,yes
2400,2,8,yes
2401,22,27,yes
2402,8,12,yes
2403,11,19,yes
2404,8,13,yes
2405,4,5,yes
2406,13,18,yes
2407,26,31,yes
2408,46,38,yes
2409,4,2,yes
2410,12,12,yes
2411,8,10,yes
2412,4,1,yes
2413,24,15,yes
2414,5,9,yes
2415,15,5,yes
2416,9,13,yes
2417,6,7,yes
2418,14,11,yes
2419,6,0,no
2420,17,13,yes
2421,1,7,yes
2422,2,1,yes
2423,3,1,yes
2424,12,8,yes
2425,2,7,yes
2426,491,406,yes
2427,431,334,yes
2428,4,1,yes
2429,5,2,yes
2430,8,1,yes
2431,0,2,no
2432,19,32,yes
2433,12,8,yes
2434,0,2,no
2435,18,9,yes
2436,39,40,yes
2437,8,2,yes
2438,23,19,yes
2439,6,9,yes
2440,6,7,yes
2441,4,11,yes
2442,2,2,yes
2443,14,13,yes
2444,1353,1306,yes
2445,994,847,yes
2446,8,3,yes
2447,0,3,no
2448,4,8,yes
2449,3,1,yes
2450,4,1,yes
2451,16,12,yes
2452,820,810,yes
2453,13,8,yes
2454,29,19,yes
2455,11,7,yes
2456,3,6,yes
2457,11,1,yes
2458,4,1,yes
2459,487,340,yes
2460,15,6,yes
2461,2,0,no
2462,3,10,yes
2463,7,7,yes
2464,6,7,yes
2465,1001,993,yes
2466,19,20,yes
2467,7,9,yes
2468,2,5,yes
2469,877,743,yes
2470,24,19,yes
2471,0,2,no
2472,643,589,yes
2473,2,1,yes
2474,4,2,yes
2475,8,6,yes
2476,5,2,yes
2477,4,10,yes
2478,3,4,yes
2479,10,5,yes
2480,2,0,no
2481,3,7,yes
2482,0,4,no
2483,19,6,yes
2484,10,8,yes
2485,6,2,yes
2486,5,4,yes
2487,3,4,yes
2488,1,2,yes
2489,6,9,yes
2490,4,0,no
2491,12,8,yes
2492,4,1,yes
2493,7,8,yes
2494,5,12,yes
2495,7,2,yes
2496,0,4,no
2497,1,8,yes
2498,679,614,yes
2499,1,6,yes
2500,3,3,yes
2501,0,7,no
2502,2,1,yes
2503,2,0,no
2504,4,3,yes
2505,3,1,yes
2506,7,9,yes
2507,0,2,no
2508,8,6,yes
2509,5,4,yes
2510,2,7,yes
2511,2,3,yes
2512,3,0,no
2513,3,1,yes
2514,4,1,yes
2515,5,2,yes
2516,2,3,yes
2517,2,0,no
2518,3,1,yes
2519,7,4,yes
2520,11,5,yes
2521,3,0,no
2522,2,0,no
2523,3,1,yes
2524,5,11,yes
2525,5,4,yes
2526,4,0,no
2527,5,7,yes
2528,10,5,yes
2529,4,1,yes
2530,10,4,yes
2531,0,5,no
2532,3,3,yes
2533,2,2,yes
2534,1,2,yes
2535,5,4,yes
2536,2,2,yes
2537,7,10,yes
2538,1,2,yes
2539,1,2,yes
2540,4,3,yes
2541,10,17,yes
2542,0,2,no
2543,2,1,yes
2544,1,3,yes
2545,4,0,no
2546,0,6,no
2547,5,3,yes
2548,0,3,no
2549,5,4,yes
2550,2,0,no
2551,2,6,yes
2552,1,4,yes
2553,0,2,no
2554,2,3,yes
2555,6,7,yes
2556,1,2,yes
2557,6,8,yes
2558,359,9,yes
2559,611,537,yes
2560,95,7,yes
2561,589,479,yes
2562,164,0,no
2563,246,127,yes
2564,308,19,yes
2565,83,20,yes
2566,112,50,yes
2567,142,35,yes
2568,82,23,yes
2569,424,310,yes
2570,292,1,yes
2571,443,10,yes
2572,477,15,yes
2573,321,163,yes
2574,174,74,yes
2575,395,215,yes
2576,246,1,yes
2577,70,20,yes
2578,931,796,yes
2579,2,1,yes
2580,1,1,yes
2581,876,656,yes
2582,1,0,no
2583,820,674,yes
2584,338,126,yes
2585,936,764,yes
2586,682,606,yes
2587,378,190,yes
2588,763,584,yes
2589,472,8,yes
2590,249,70,yes
2591,233,102,yes
2592,515,516,yes
2593,65,31,yes
2594,428,192,yes
2595,345,157,yes
2596,0,1,no
2597,428,282,yes
2598,705,416,yes
2599,741,693,yes
2600,681,655,yes
2601,822,723,yes
2602,472,354,yes
2603,167,67,yes
2604,548,333,yes
2605,667,574,yes
2606,1,2,yes
2607,2,1,yes
2608,398,281,yes
2609,176,57,yes
2610,151,53,yes
2611,333,138,yes
2612,329,4,yes
2613,107,32,yes
2614,80,25,yes
2615,134,51,yes
2616,468,25,yes
2617,74,29,yes
2618,348,157,yes
2619,68,23,yes
2620,212,65,yes
2621,236,111,yes
2622,88,25,yes
2623,537,13,yes
2624,263,72,yes
2625,414,17,yes
2626,159,25,yes
2627,391,209,yes
2628,307,153,yes
2629,0,1,no
2630,3,2,yes
2631,403,217,yes
2632,64,32,yes
2633,175,68,yes
2634,90,18,yes
2635,444,263,yes
2636,272,102,yes
2637,384,18,yes
2638,87,22,yes
2639,107,44,yes
2640,190,47,yes
2641,286,75,yes
2642,281,141,yes
2643,293,107,yes
2644,208,82,yes
2645,169,67,yes
2646,91,14,yes
2647,108,40,yes
2648,334,12,yes
2649,1,4,yes
2650,169,24,yes
2651,85,17,yes
2652,211,46,yes
2653,207,104,yes
2654,430,7,yes
2655,460,6,yes
2656,77,12,yes
2657,184,31,yes
2658,2,1,yes
2659,61,25,yes
2660,1,1,yes
2661,97,10,yes
2662,1,0,no
2663,0,1,no
2664,2,3,yes
2665,1,3,yes
2666,0,1,no
2667,1,1,yes
2668,471,6,yes
2669,75,20,yes
2670,374,5,yes
2671,119,14,yes
2672,98,1,yes
2673,174,0,no
2674,262,1,yes
2675,73,0,no
2676,96,0,no
2677,144,0,no
2678,623,0,no
2679,37,0,no
2680,68,0,no
2681,178,0,no
2682,176,0,no
2683,174,0,no
2684,188,0,no
2685,188,0,no
2686,268,0,no
2687,260,0,no
2688,139,0,no
2689,141,0,no
2690,127,0,no
2691,118,0,no
2692,410,1,yes
2693,83,0,no
2694,314,1,yes
2695,191,0,no
2696,151,0,no
2697,46,0,no
2698,169,0,no
2699,33,0,no
2700,697,0,no
2701,184,0,no
2702,83,0,no
2703,6,0,no
2704,215,0,no
2705,79,0,no
2706,188,0,no
2707,329,3,yes
2708,188,0,no
2709,130,0,no
2710,167,0,no
2711,662,0,no
2712,173,0,no
2713,175,0,no
2714,233,0,no
2715,163,0,no
2716,167,0,no
2717,64,0,no
2718,155,0,no
2719,190,0,no
2720,186,0,no
2721,148,0,no
2722,148,0,no
2723,134,0,no
2724,216,0,no
2725,83,0,no
2726,426,0,no
2727,324,0,no
2728,12,0,no
2729,161,0,no
2730,56,0,no
2731,316,0,no
2732,80,0,no
2733,31,0,no
2734,742,0,no
2735,235,0,no
2736,139,0,no
2737,169,0,no
2738,60,0,no
2739,152,0,no
2740,40,0,no
2741,302,0,no
2742,54,0,no
2743,372,0,no
2744,7,0,no
2745,193,0,no
2746,95,0,no
2747,118,0,no
2748,160,0,no
2749,144,0,no
2750,413,2,yes
2751,297,22,yes
2752,426,7,yes
2753,3,2,yes
2754,1,0,no
2755,4,3,yes
2756,86,27,yes
2757,2,2,yes
2758,58,0,no
2759,323,1,yes
2760,66,0,no
2761,243,0,no
2762,349,2,yes
2763,353,3,yes
2764,68,0,no
2765,176,0,no
2766,61,29,yes
2767,173,0,no
2768,167,0,no
2769,183,0,no
2770,37,0,no
2771,178,0,no
2772,181,0,no
2773,186,0,no
2774,330,1,yes
2775,179,0,no
2776,251,0,no
2777,360,0,no
2778,77,0,no
2779,155,0,no
2780,187,0,no
2781,340,0,no
2782,496,0,no
2783,291,1,yes
2784,459,13,yes
2785,226,0,no
2786,164,0,no
2787,158,0,no
2788,202,0,no
2789,169,0,no
2790,236,0,no
2791,179,0,no
2792,180,0,no
2793,529,0,no
2794,143,0,no
2795,39,0,no
2796,234,0,no
2797,432,0,no
2798,1,1,yes
2799,140,14,yes
2800,171,8,yes
2801,456,4,yes
2802,421,6,yes
2803,591,12,yes
2804,486,13,yes
2805,140,54,yes
2806,120,8,yes
2807,183,44,yes
2808,9,3,yes
2809,358,9,yes
2810,77,21,yes
2811,3,2,yes
2812,89,21,yes
2813,292,13,yes
2814,2,0,no
2815,2,2,yes
2816,88,37,yes
2817,105,30,yes
2818,89,14,yes
2819,2,1,yes
2820,3,2,yes
2821,4,2,yes
2822,2,2,yes
2823,1,2,yes
2824,1,0,no
2825,4,5,yes
2826,5,6,yes
2827,1,1,yes
2828,0,2,no
2829,1,2,yes
2830,0,1,no
2831,1,0,no
2832,1,0,no
2833,4,1,yes
2834,4,3,yes
2835,2,1,yes
2836,3,10,yes
2837,4,2,yes
2838,0,3,no
2839,1,1,yes
2840,2,2,yes
2841,393,5,yes
2842,126,18,yes
2843,121,12,yes
2844,107,15,yes
2845,462,11,yes
2846,83,23,yes
2847,395,8,yes
2848,353,8,yes
2849,379,3,yes
2850,407,3,yes
2851,451,1,yes
2852,467,9,yes
2853,373,1,yes
2854,297,0,no
2855,324,1,yes
2856,469,1,yes
2857,440,5,yes
2858,431,1,yes
2859,80,14,yes
2860,223,1,yes
2861,315,2,yes
2862,103,0,no
2863,437,1,yes
2864,229,2,yes
2865,258,0,no
2866,424,5,yes
2867,198,0,no
2868,198,0,no
2869,445,1,yes
2870,371,0,no
2871,423,2,yes
2872,149,0,no
2873,207,0,no
2874,79,0,no
2875,374,0,no
2876,121,0,no
2877,153,0,no
2878,168,0,no
2879,209,0,no
2880,122,0,no
2881,41,0,no
2882,174,0,no
2883,42,0,no
2884,225,0,no
2885,248,0,no
2886,130,0,no
2887,108,0,no
2888,318,1,yes
2889,379,5,yes
2890,49,0,no
2891,238,0,no
2892,51,0,no
2893,551,0,no
2894,191,0,no
2895,493,2,yes
2896,288,0,no
2897,207,0,no
2898,421,1,yes
2899,658,0,no
2900,371,2,yes
2901,145,0,no
2902,88,0,no
2903,55,0,no
2904,43,0,no
2905,162,0,no
2906,76,0,no
2907,50,0,no
2908,74,0,no
2909,36,0,no
2910,178,0,no
2911,62,0,no
2912,28,0,no
2913,3,1,yes
2914,2,0,no
2915,3,3,yes
2916,1,2,yes
2917,0,1,no
2918,340,4,yes
2919,118,0,no
2920,41,0,no
2921,229,0,no
2922,293,2,yes
2923,143,0,no
2924,252,0,no
2925,115,4,yes
2926,209,0,no
2927,312,0,no
2928,173,0,no
2929,176,0,no
2930,206,0,no
2931,355,1,yes
2932,161,0,no
2933,179,0,no
2934,520,2,yes
2935,68,0,no
2936,155,0,no
2937,238,0,no
2938,238,0,no
2939,420,2,yes
2940,200,0,no
2941,276,1,yes
2942,212,0,no
2943,117,0,no
2944,202,0,no
2945,6,6,yes
2946,1,0,no
2947,5,1,yes
2948,0,4,no
2949,0,2,no
2950,0,1,no
2951,2,4,yes
2952,6,1,yes
2953,2,0,no
2954,1,0,no
2955,4,5,yes
2956,2,1,yes
2957,1,0,no
2958,3,11,yes
2959,1,0,no
2960,0,1,no
2961,0,1,no
2962,0,2,no
2963,0,4,no
2964,2,0,no
2965,0,4,no
2966,381,3,yes
2967,376,3,yes
2968,272,0,no
2969,99,0,no
2970,355,3,yes
2971,84,0,no
2972,122,0,no
2973,42,0,no
2974,89,0,no
2975,55,0,no
2976,71,0,no
2977,143,0,no
2978,86,0,no
2979,56,0,no
2980,80,0,no
2981,69,0,no
2982,321,0,no
2983,195,0,no
2984,50,0,no
2985,133,0,no
2986,60,0,no
2987,98,0,no
2988,83,0,no
2989,203,0,no
2990,7,0,no
2991,239,0,no
2992,0,1,no
2993,251,0,no
2994,49,0,no
2995,132,0,no
2996,149,0,no
2997,69,0,no
2998,239,1,yes
2999,167,0,no
3000,93,0,no
3001,185,0,no
3002,173,0,no
3003,165,0,no
3004,148,0,no
3005,236,0,no
3006,413,1,yes
3007,332,0,no
3008,10,8,yes
3009,3,1,yes
3010,2,1,yes
3011,1,0,no
3012,4,3,yes
3013,1,0,no
3014,1,0,no
3015,1,0,no
3016,1,0,no
3017,1,5,yes
3018,0,2,no
3019,233,1,yes
3020,345,0,no
3021,258,0,no
3022,65,0,no
3023,16,0,no
3024,297,0,no
3025,2,0,no
3026,3,1,yes
3027,2,4,yes
3028,127,0,no
3029,210,0,no
3030,84,0,no
3031,155,0,no
3032,66,0,no
3033,0,1,no
3034,1,1,yes
3035,1,0,no
3036,211,1,yes
3037,2,1,yes
3038,1,0,no
3039,2,2,yes
3040,1,1,yes
3041,0,1,no
3042,1,0,no
3043,1,0,no
3044,1,0,no
3045,1,0,no
3046,0,1,no
3047,4,9,yes
3048,2,1,yes
3049,0,3,no
3050,243,0,no
3051,191,0,no
3052,72,0,no
3053,108,0,no
3054,123,0,no
3055,64,0,no
3056,118,0,no
3057,52,0,no
3058,78,0,no
3059,102,0,no
3060,70,0,no
3061,58,0,no
3062,60,0,no
3063,71,0,no
3064,44,0,no
3065,36,0,no
3066,9,0,no
3067,123,0,no
3068,60,0,no
3069,70,0,no
3070,46,0,no
3071,138,0,no
3072,79,0,no
3073,85,0,no
3074,48,0,no
3075,91,0,no
3076,336,0,no
3077,60,0,no
3078,43,0,no
3079,73,0,no
3080,41,0,no
3081,6,0,no
3082,153,0,no
3083,1,0,no
3084,0,1,no
3085,5,0,no
3086,1,0,no
3087,5,3,yes
3088,1,2,yes
3089,1,0,no
3090,173,0,no
3091,136,0,no
3092,143,1,yes
3093,68,0,no
3094,195,0,no
3095,51,0,no
3096,15,0,no
3097,66,0,no
3098,70,0,no
3099,111,0,no
3100,83,0,no
3101,85,0,no
3102,22,0,no
3103,2,0,no
3104,80,0,no
3105,68,0,no
3106,267,0,no
3107,179,0,no
3108,38,0,no
3109,62,0,no
3110,2,1,yes
3111,0,1,no
3112,0,1,no
3113,0,1,no
3114,2,1,yes
3115,5,2,yes
3116,103,1,yes
3117,74,0,no
3118,65,0,no
3119,49,0,no
3120,15,0,no
3121,48,0,no
3122,122,0,no
3123,4,0,no
3124,0,1,no
3125,195,0,no
3126,47,0,no
3127,43,0,no
3128,2,1,yes
3129,205,0,no
3130,2,4,yes
3131,1,0,no
3132,3,1,yes
3133,2,1,yes
3134,1,0,no
3135,1,0,no
3136,3,2,yes
3137,0,1,no
3138,0,4,no
3139,1,0,no
3140,1,2,yes
3141,1,0,no
3142,85,0,no
3143,48,1,yes
3144,49,0,no
3145,1,1,yes
3146,4,1,yes
3147,86,0,no
3148,86,0,no
3149,2,0,no
3150,156,1,yes
3151,2,2,yes
3152,0,1,no
3153,0,1,no
3154,1,0,no
3155,2,5,yes
3156,0,1,no
3157,89,0,no
3158,74,0,no
3159,1,0,no
3160,0,1,no
3161,0,2,no
3162,1,4,yes
3163,1,0,no
3164,2,3,yes
3165,2,1,yes
3166,1,0,no
3167,1,0,no
3168,1,1,yes
3169,0,1,no
3170,2,0,no
3171,52,0,no
3172,63,0,no
3173,82,0,no
3174,80,0,no
3175,1,0,no
3176,43,0,no
3177,80,0,no
3178,0,1,no
3179,3,1,yes
3180,3,0,no
3181,1,1,yes
3182,1,2,yes
3183,3,2,yes
3184,1,0,no
3185,4,2,yes
3186,1,1,yes
3187,0,2,no
3188,86,0,no
3189,80,0,no
3190,21,0,no
3191,143,0,no
3192,53,0,no
3193,0,1,no
3194,1,0,no
3195,1,1,yes
3196,78,1,yes
3197,71,0,no
3198,59,0,no
3199,74,0,no
3200,1,0,no
3201,42,0,no
3202,1,0,no
3203,0,1,no
3204,0,2,no
3205,0,1,no
3206,1,0,no
3207,0,2,no
3208,2,2,yes
3209,1,1,yes
3210,3,1,yes
3211,1,1,yes
3212,0,1,no
3213,2,1,yes
3214,0,1,no
3215,2,0,no
3216,0,1,no
3217,56,0,no
3218,0,1,no
3219,1,0,no
3220,1,1,yes
3221,2,0,no
3222,1,2,yes
3223,1,1,yes
3224,0,1,no
3225,14,0,no
3226,0,1,no
3227,74,0,no
3228,2,2,yes
3229,63,0,no
3230,121,0,no
3231,1,0,no
3232,0,1,no
3233,0,2,no
3234,0,1,no
3235,73,0,no
3236,66,0,no
3237,55,0,no
3238,128,0,no
3239,0,1,no
3240,1,1,yes
3241,38,0,no
3242,112,0,no
3243,90,0,no
3244,30,0,no
3245,53,0,no
3246,100,0,no
3247,91,0,no
3248,63,0,no
3249,118,0,no
3250,12,0,no
3251,41,0,no
3252,105,0,no
3253,1,0,no
3254,0,1,no
3255,0,1,no
3256,1,3,yes
3257,1,1,yes
3258,96,0,no
3259,119,0,no
3260,57,0,no
3261,12,0,no
3262,1,0,no
3263,102,0,no
3264,65,0,no
3265,0,1,no
3266,1,0,no
3267,0,1,no
3268,3,3,yes
3269,59,0,no
3270,1,0,no
3271,139,0,no
3272,64,0,no
3273,96,0,no
3274,65,0,no
3275,153,0,no
3276,29,0,no
3277,91,0,no
3278,133,0,no
3279,86,0,no
3280,120,0,no
3281,52,0,no
3282,84,0,no
3283,118,0,no
3284,46,0,no
3285,42,0,no
3286,61,0,no
3287,6,0,no
3288,91,0,no
3289,34,0,no
3290,137,0,no
3291,43,0,no
3292,75,0,no
3293,0,2,no
3294,1,0,no
3295,1,1,yes
3296,0,1,no
3297,1,0,no
3298,2,3,yes
3299,1,0,no
3300,139,0,no
3301,0,1,no
3302,46,0,no
3303,0,1,no
3304,1,2,yes
3305,100,0,no
3306,120,0,no
3307,128,0,no
3308,20,0,no
3309,72,0,no
3310,55,0,no
3311,96,0,no
3312,135,0,no
3313,77,0,no
3314,87,0,no
3315,16,0,no
3316,87,0,no
3317,112,0,no
3318,12,0,no
3319,48,0,no
3320,75,0,no
3321,114,0,no
3322,44,0,no
3323,6,0,no
3324,39,0,no
3325,61,0,no
3326,6,0,no
3327,12,0,no
3328,67,0,no
3329,7,0,no
3330,122,0,no
3331,107,0,no
3332,53,0,no
3333,48,0,no
3334,0,1,no
3335,0,2,no
3336,0,1,no
3337,1,0,no
3338,1,0,no
3339,0,1,no
3340,55,0,no
3341,121,0,no
3342,7,0,no
3343,8,0,no
3344,41,0,no
3345,9,0,no
3346,13,0,no
3347,85,0,no
3348,20,0,no
3349,67,0,no
3350,123,0,no
3351,44,0,no
3352,58,0,no
3353,121,0,no
3354,41,0,no
3355,19,0,no
3356,109,0,no
3357,120,0,no
3358,58,0,no
3359,78,0,no
3360,136,0,no
3361,74,0,no
3362,40,0,no
3363,53,0,no
3364,137,0,no
3365,61,0,no
3366,51,0,no
3367,134,0,no
3368,17,0,no
3369,21,0,no
3370,6,0,no
3371,161,0,no
3372,132,0,no
3373,8,0,no
3374,6,0,no
3375,8,0,no
3376,93,0,no
3377,13,0,no
3378,95,0,no
3379,1,0,no
3380,1,0,no
3381,0,1,no
3382,0,2,no
3383,1,0,no
3384,81,0,no
3385,8,0,no
3386,17,0,no
3387,30,0,no
3388,174,0,no
3389,14,0,no
3390,5,0,no
3391,124,0,no
3392,12,0,no
3393,81,0,no
3394,13,0,no
3395,14,0,no
3396,107,0,no
3397,6,0,no
3398,18,0,no
3399,23,0,no
3400,9,0,no
3401,99,0,no
3402,128,0,no
3403,19,0,no
3404,119,0,no
3405,37,0,no
3406,14,0,no
3407,60,0,no
3408,7,0,no
3409,34,0,no
3410,2,0,no
3411,8,0,no
3412,1,0,no
3413,0,1,no
3414,0,1,no
3415,1,1,yes
3416,27,0,no
3417,5,0,no
3418,13,0,no
3419,6,0,no
3420,120,0,no
3421,50,0,no
3422,10,0,no
3423,18,0,no
3424,94,0,no
3425,5,0,no
3426,3,0,no
3427,6,0,no
3428,5,0,no
3429,12,0,no
3430,25,0,no
3431,14,0,no
3432,51,0,no
3433,111,0,no
3434,114,0,no
3435,51,0,no
3436,18,0,no
3437,120,0,no
3438,17,0,no
3439,24,0,no
3440,13,0,no
3441,5,0,no
3442,21,0,no
3443,18,0,no
3444,51,0,no
3445,4,0,no
3446,42,0,no
3447,1,0,no
3448,17,0,no
3449,6,0,no
3450,10,0,no
3451,20,0,no
3452,1,0,no
3453,1,0,no
3454,0,1,no
3455,1,0,no
3456,1,0,no
3457,3,0,no
3458,6,0,no
3459,4,0,no
3460,16,0,no
3461,6,0,no
3462,13,0,no
3463,80,0,no
3464,15,0,no
3465,13,0,no
3466,4,0,no
3467,26,0,no
3468,9,0,no
3469,7,0,no
3470,6,0,no
3471,17,0,no
3472,8,0,no
3473,14,0,no
3474,4,0,no
3475,5,0,no
3476,6,0,no
3477,4,0,no
3478,8,0,no
3479,15,0,no
3480,3,0,no
3481,12,0,no
3482,8,0,no
3483,5,0,no
3484,8,0,no
3485,12,0,no
3486,8,0,no
3487,84,0,no
3488,2,0,no
3489,6,0,no
3490,5,0,no
3491,11,0,no
3492,8,0,no
3493,119,0,no
3494,6,0,no
3495,4,0,no
3496,14,0,no
3497,3,0,no
3498,4,0,no
3499,2,0,no
3500,1,1,yes
3501,0,1,no
3502,1,0,no
3503,1,1,yes
3504,0,1,no
3505,1,0,no
3506,2,0,no
3507,3,0,no
3508,8,0,no
3509,6,0,no
3510,8,0,no
3511,10,0,no
3512,5,0,no
3513,7,0,no
3514,5,0,no
3515,5,0,no
3516,3,0,no
3517,3,0,no
3518,3,0,no
3519,11,0,no
3520,5,0,no
3521,3,0,no
3522,12,0,no
3523,4,0,no
3524,3,0,no
3525,6,0,no
3526,4,0,no
3527,7,0,no
3528,2,0,no
3529,3,0,no
3530,4,0,no
3531,1,1,yes
3532,0,1,no
3533,1,0,no
3534,7,0,no
3535,6,0,no
3536,4,0,no
3537,9,0,no
3538,3,0,no
3539,5,0,no
3540,6,0,no
3541,4,0,no
3542,7,0,no
3543,2,0,no
3544,3,0,no
3545,6,0,no
3546,7,0,no
3547,4,0,no
3548,2,0,no
3549,6,0,no
3550,3,0,no
3551,2,0,no
3552,2,0,no
3553,1,0,no
3554,3,0,no
3555,5,0,no
3556,2,0,no
3557,3,0,no
3558,4,0,no
3559,4,0,no
3560,11,0,no
3561,3,0,no
3562,5,0,no
3563,5,0,no
3564,7,0,no
3565,3,0,no
3566,5,0,no
3567,3,0,no
3568,6,0,no
3569,7,0,no
3570,4,0,no
3571,5,0,no
3572,3,0,no
3573,1,0,no
3574,1,0,no
3575,2,0,no
3576,2,0,no
3577,5,0,no
3578,1,0,no
3579,0,1,no
3580,1,0,no
3581,1,0,no
3582,1,0,no
3583,2,0,no
3584,4,0,no
3585,1,0,no
3586,5,0,no
3587,2,0,no
3588,3,0,no
3589,3,0,no
3590,4,0,no
3591,2,0,no
3592,3,0,no
3593,2,0,no
3594,2,0,no
3595,2,0,no
3596,1,0,no
3597,1,0,no
3598,4,0,no
3599,4,0,no
3600,1,0,no
3601,2,0,no
3602,2,0,no
